id,owner_id,owner_kind,article_code,condition_type,text,normalized_text,required
condition_article_11_clause_2,article_11_clause_2,Clause,11,act_and_subject,"Người phạm tội không thấy trước hành vi của mình có thể gây ra hậu quả nguy hại cho xã hội, mặc dù phải thấy trước và có thể thấy trước hậu quả đó.",nguoi pham toi khong thay truoc hanh vi cua minh co the gay ra hau qua nguy hai cho xa hoi mac du phai thay truoc va co the thay truoc hau qua do,true
condition_article_12_clause_1,article_12_clause_1,Clause,12,subject_age,"Người từ đủ 16 tuổi trở lên phải chịu trách nhiệm hình sự về mọi tội phạm, trừ những tội phạm mà Bộ luật này có quy định khác.",nguoi tu du 16 tuoi tro len phai chiu trach nhiem hinh su ve moi toi pham tru nhung toi pham ma bo luat nay co quy dinh khac,true
condition_article_12_clause_2,article_12_clause_2,Clause,12,subject_age,"Người từ đủ 14 tuổi đến dưới 16 tuổi phải chịu trách nhiệm hình sự về tội phạm rất nghiêm trọng, tội phạm đặc biệt nghiêm trọng quy định tại một trong các điều 123, 134, 141, 142, 143, 144, 150, 151, 168, 169, 170, 171, 173, 178, 248, 249, 250, 251, 252, 265, 266, 286, 287, 289, 290, 299, 303 và 304 của Bộ luật này.",nguoi tu du 14 tuoi den duoi 16 tuoi phai chiu trach nhiem hinh su ve toi pham rat nghiem trong toi pham dac biet nghiem trong quy dinh tai mot trong cac dieu 123 134 141 142 143 144 150 151 168 169 170 171 173 178 248 249 250 251 252 265 266 286 287 289 290 299 303 va 304 cua bo luat nay,true
condition_article_13_clause_0,article_13_clause_0,Clause,13,act_and_subject,"Người phạm tội trong tình trạng mất khả năng nhận thức hoặc khả năng điều khiển hành vi của mình do dùng rượu, bia hoặc chất kích thích mạnh khác, thì vẫn phải chịu trách nhiệm hình sự.",nguoi pham toi trong tinh trang mat kha nang nhan thuc hoac kha nang dieu khien hanh vi cua minh do dung ruou bia hoac chat kich thich manh khac thi van phai chiu trach nhiem hinh su,true
condition_article_14_clause_1,article_14_clause_1,Clause,14,condition,"Chuẩn bị phạm tội là tìm kiếm, sửa soạn công cụ, phương tiện hoặc tạo ra những điều kiện khác để thực hiện tội phạm hoặc thành lập, tham gia nhóm tội phạm, trừ trường hợp thành lập hoặc tham gia nhóm tội phạm quy định tại Điều 109, điểm a khoản 2 Điều 113 hoặc điểm a khoản 2 Điều 299 của Bộ luật này.",chuan bi pham toi la tim kiem sua soan cong cu phuong tien hoac tao ra nhung dieu kien khac de thuc hien toi pham hoac thanh lap tham gia nhom toi pham tru truong hop thanh lap hoac tham gia nhom toi pham quy dinh tai dieu 109 diem a khoan 2 dieu 113 hoac diem a khoan 2 dieu 299 cua bo luat nay,true
condition_article_14_clause_2,article_14_clause_2,Clause,14,condition,"Người chuẩn bị phạm tội quy định tại một trong các điều 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 123, 134, 168, 169, 207, 299, 300, 301, 302, 303 và 324 của Bộ luật này thì phải chịu trách nhiệm hình sự.",nguoi chuan bi pham toi quy dinh tai mot trong cac dieu 108 109 110 111 112 113 114 115 116 117 118 119 120 121 123 134 168 169 207 299 300 301 302 303 va 324 cua bo luat nay thi phai chiu trach nhiem hinh su,true
condition_article_14_clause_3,article_14_clause_3,Clause,14,subject_age,"Người từ đủ 14 tuổi đến dưới 16 tuổi chuẩn bị phạm tội quy định tại Điều 123, Điều 168 của Bộ luật này thì phải chịu trách nhiệm hình sự.",nguoi tu du 14 tuoi den duoi 16 tuoi chuan bi pham toi quy dinh tai dieu 123 dieu 168 cua bo luat nay thi phai chiu trach nhiem hinh su,true
condition_article_15_clause_0,article_15_clause_0,Clause,15,act_and_subject,Phạm tội chưa đạt là cố ý thực hiện tội phạm nhưng không thực hiện được đến cùng vì những nguyên nhân ngoài ý muốn của người phạm tội. Người phạm tội chưa đạt phải chịu trách nhiệm hình sự về tội phạm chưa đạt.,pham toi chua dat la co y thuc hien toi pham nhung khong thuc hien duoc den cung vi nhung nguyen nhan ngoai y muon cua nguoi pham toi nguoi pham toi chua dat phai chiu trach nhiem hinh su ve toi pham chua dat,true
condition_article_16_clause_0,article_16_clause_0,Clause,16,condition,"Tự ý nửa chừng chấm dứt việc phạm tội là tự mình không thực hiện tội phạm đến cùng, tuy không có gì ngăn cản. Người tự ý nửa chừng chấm dứt việc phạm tội được miễn trách nhiệm hình sự về tội định phạm; nếu hành vi thực tế đã thực hiện có đủ yếu tố cấu thành của một tội khác, thì người đó phải chịu trách nhiệm hình sự về tội này.",tu y nua chung cham dut viec pham toi la tu minh khong thuc hien toi pham den cung tuy khong co gi ngan can nguoi tu y nua chung cham dut viec pham toi duoc mien trach nhiem hinh su ve toi dinh pham neu hanh vi thuc te da thuc hien co du yeu to cau thanh cua mot toi khac thi nguoi do phai chiu trach nhiem hinh su ve toi nay,true
condition_article_17_clause_1,article_17_clause_1,Clause,17,quantity_or_value_threshold,Đồng phạm là trường hợp có hai người trở lên cố ý cùng thực hiện một tội phạm.,dong pham la truong hop co hai nguoi tro len co y cung thuc hien mot toi pham,true
condition_article_17_clause_2,article_17_clause_2,Clause,17,quantity_or_value_threshold,Phạm tội có tổ chức là hình thức đồng phạm có sự câu kết chặt chẽ giữa những người cùng thực hiện tội phạm.,pham toi co to chuc la hinh thuc dong pham co su cau ket chat che giua nhung nguoi cung thuc hien toi pham,true
condition_article_17_clause_3,article_17_clause_3,Clause,17,quantity_or_value_threshold,"Người đồng phạm bao gồm người tổ chức, người thực hành, người xúi giục, người giúp sức. Người thực hành là người trực tiếp thực hiện tội phạm. Người tổ chức là người chủ mưu, cầm đầu, chỉ huy việc thực hiện tội phạm. Người xúi giục là người kích động, dụ dỗ, thúc đẩy người khác thực hiện tội phạm. Người giúp sức là người tạo điều kiện tinh thần hoặc vật chất cho việc thực hiện tội phạm.",nguoi dong pham bao gom nguoi to chuc nguoi thuc hanh nguoi xui giuc nguoi giup suc nguoi thuc hanh la nguoi truc tiep thuc hien toi pham nguoi to chuc la nguoi chu muu cam dau chi huy viec thuc hien toi pham nguoi xui giuc la nguoi kich dong du do thuc day nguoi khac thuc hien toi pham nguoi giup suc la nguoi tao dieu kien tinh than hoac vat chat cho viec thuc hien toi pham,true
condition_article_17_clause_4,article_17_clause_4,Clause,17,quantity_or_value_threshold,Người đồng phạm không phải chịu trách nhiệm hình sự về hành vi vượt quá của người thực hành.,nguoi dong pham khong phai chiu trach nhiem hinh su ve hanh vi vuot qua cua nguoi thuc hanh,true
condition_article_18_clause_1,article_18_clause_1,Clause,18,act_and_subject,"Người nào không hứa hẹn trước, nhưng sau khi biết tội phạm được thực hiện đã che giấu người phạm tội, dấu vết, tang vật của tội phạm hoặc có hành vi khác cản trở việc phát hiện, điều tra, xử lý người phạm tội, thì phải chịu trách nhiệm hình sự về tội che giấu tội phạm trong những trường hợp mà Bộ luật này quy định.",nguoi nao khong hua hen truoc nhung sau khi biet toi pham duoc thuc hien da che giau nguoi pham toi dau vet tang vat cua toi pham hoac co hanh vi khac can tro viec phat hien dieu tra xu ly nguoi pham toi thi phai chiu trach nhiem hinh su ve toi che giau toi pham trong nhung truong hop ma bo luat nay quy dinh,true
condition_article_18_clause_2,article_18_clause_2,Clause,18,act_and_subject,"Người che giấu tội phạm là ông, bà, cha, mẹ, con, cháu, anh chị em ruột, vợ hoặc chồng của người phạm tội không phải chịu trách nhiệm hình sự theo quy định tại khoản 1 Điều này, trừ trường hợp che giấu các tội xâm phạm an ninh quốc gia hoặc tội đặc biệt nghiêm trọng khác quy định tại Điều 389 của Bộ luật này.",nguoi che giau toi pham la ong ba cha me con chau anh chi em ruot vo hoac chong cua nguoi pham toi khong phai chiu trach nhiem hinh su theo quy dinh tai khoan 1 dieu nay tru truong hop che giau cac toi xam pham an ninh quoc gia hoac toi dac biet nghiem trong khac quy dinh tai dieu 389 cua bo luat nay,true
condition_article_19_clause_1,article_19_clause_1,Clause,19,act_and_subject,"Người nào biết rõ tội phạm đang được chuẩn bị, đang được thực hiện hoặc đã được thực hiện mà không tố giác, thì phải chịu trách nhiệm hình sự về tội không tố giác tội phạm quy định tại Điều 390 của Bộ luật này.",nguoi nao biet ro toi pham dang duoc chuan bi dang duoc thuc hien hoac da duoc thuc hien ma khong to giac thi phai chiu trach nhiem hinh su ve toi khong to giac toi pham quy dinh tai dieu 390 cua bo luat nay,true
condition_article_19_clause_2,article_19_clause_2,Clause,19,act_and_subject,"Người không tố giác là ông, bà, cha, mẹ, con, cháu, anh chị em ruột, vợ hoặc chồng của người phạm tội không phải chịu trách nhiệm hình sự theo quy định tại khoản 1 Điều này, trừ trường hợp không tố giác các tội quy định tại Chương XIII của Bộ luật này hoặc tội khác là tội phạm đặc biệt nghiêm trọng.",nguoi khong to giac la ong ba cha me con chau anh chi em ruot vo hoac chong cua nguoi pham toi khong phai chiu trach nhiem hinh su theo quy dinh tai khoan 1 dieu nay tru truong hop khong to giac cac toi quy dinh tai chuong xiii cua bo luat nay hoac toi khac la toi pham dac biet nghiem trong,true
condition_article_19_clause_3,article_19_clause_3,Clause,19,condition,"Người không tố giác là người bào chữa không phải chịu trách nhiệm hình sự theo quy định tại khoản 1 Điều này, trừ trường hợp không tố giác các tội quy định tại Chương XIII của Bộ luật này hoặc tội khác là tội phạm đặc biệt nghiêm trọng do chính người mà mình bào chữa đang chuẩn bị, đang thực hiện hoặc đã thực hiện mà người bào chữa biết rõ khi thực hiện việc bào chữa.",nguoi khong to giac la nguoi bao chua khong phai chiu trach nhiem hinh su theo quy dinh tai khoan 1 dieu nay tru truong hop khong to giac cac toi quy dinh tai chuong xiii cua bo luat nay hoac toi khac la toi pham dac biet nghiem trong do chinh nguoi ma minh bao chua dang chuan bi dang thuc hien hoac da thuc hien ma nguoi bao chua biet ro khi thuc hien viec bao chua,true
condition_article_20_clause_0,article_20_clause_0,Clause,20,condition,"Người thực hiện hành vi gây hậu quả nguy hại cho xã hội trong trường hợp không thể thấy trước hoặc không buộc phải thấy trước hậu quả của hành vi đó, thì không phải chịu trách nhiệm hình sự.",nguoi thuc hien hanh vi gay hau qua nguy hai cho xa hoi trong truong hop khong the thay truoc hoac khong buoc phai thay truoc hau qua cua hanh vi do thi khong phai chiu trach nhiem hinh su,true
condition_article_21_clause_0,article_21_clause_0,Clause,21,condition,"Người thực hiện hành vi nguy hiểm cho xã hội trong khi đang mắc bệnh tâm thần, một bệnh khác làm mất khả năng nhận thức hoặc khả năng điều khiển hành vi của mình, thì không phải chịu trách nhiệm hình sự.",nguoi thuc hien hanh vi nguy hiem cho xa hoi trong khi dang mac benh tam than mot benh khac lam mat kha nang nhan thuc hoac kha nang dieu khien hanh vi cua minh thi khong phai chiu trach nhiem hinh su,true
condition_article_22_clause_1,article_22_clause_1,Clause,22,condition,"Phòng vệ chính đáng là hành vi của người vì bảo vệ quyền hoặc lợi ích chính đáng của mình, của người khác hoặc lợi ích của Nhà nước, của cơ quan, tổ chức mà chống trả lại một cách cần thiết người đang có hành vi xâm phạm các lợi ích nói trên. Phòng vệ chính đáng không phải là tội phạm.",phong ve chinh dang la hanh vi cua nguoi vi bao ve quyen hoac loi ich chinh dang cua minh cua nguoi khac hoac loi ich cua nha nuoc cua co quan to chuc ma chong tra lai mot cach can thiet nguoi dang co hanh vi xam pham cac loi ich noi tren phong ve chinh dang khong phai la toi pham,true
condition_article_22_clause_2,article_22_clause_2,Clause,22,condition,"Vượt quá giới hạn phòng vệ chính đáng là hành vi chống trả rõ ràng quá mức cần thiết, không phù hợp với tính chất và mức độ nguy hiểm cho xã hội của hành vi xâm hại. Người có hành vi vượt quá giới hạn phòng vệ chính đáng phải chịu trách nhiệm hình sự theo quy định của Bộ luật này.",vuot qua gioi han phong ve chinh dang la hanh vi chong tra ro rang qua muc can thiet khong phu hop voi tinh chat va muc do nguy hiem cho xa hoi cua hanh vi xam hai nguoi co hanh vi vuot qua gioi han phong ve chinh dang phai chiu trach nhiem hinh su theo quy dinh cua bo luat nay,true
condition_article_23_clause_1,article_23_clause_1,Clause,23,consequence,"Tình thế cấp thiết là tình thế của người vì muốn tránh gây thiệt hại cho quyền, lợi ích hợp pháp của mình, của người khác hoặc lợi ích của Nhà nước, của cơ quan, tổ chức mà không còn cách nào khác là phải gây một thiệt hại nhỏ hơn thiệt hại cần ngăn ngừa. Hành vi gây thiệt hại trong tình thế cấp thiết không phải là tội phạm.",tinh the cap thiet la tinh the cua nguoi vi muon tranh gay thiet hai cho quyen loi ich hop phap cua minh cua nguoi khac hoac loi ich cua nha nuoc cua co quan to chuc ma khong con cach nao khac la phai gay mot thiet hai nho hon thiet hai can ngan ngua hanh vi gay thiet hai trong tinh the cap thiet khong phai la toi pham,true
